Current       Voltage         Power         Tempreture        Humidity          Flux          Illuminance         LM35-1      LM35-2        SNo.      LM35-3      LM35-4
        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.46*C        12.14*C        181        17.62*C        22.34*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.14*C        182        38.24*C        33.19*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.14*C        183        43.29*C        37.16*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.14*C        184        57.89*C        46.19*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.24*C        185        21.91*C        24.81*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.14*C        186        20.19*C        23.63*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.24*C        187        28.57*C        28.79*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.24*C        188        27.39*C        28.03*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.24*C        189        16.97*C        21.59*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.14*C        190        24.60*C        26.32*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.14*C        191        25.03*C        26.42*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.14*C        192        31.58*C        30.61*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.24*C        193        24.38*C        26.21*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.14*C        194        26.10*C        27.28*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.24*C        195        26.21*C        27.39*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.24*C        196        23.63*C        25.89*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.14*C        197        24.06*C        26.21*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.24*C        198        20.19*C        23.95*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.14*C        12.24*C        199        23.52*C        25.89*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.14*C        200        24.49*C        26.42*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.24*C        201        24.81*C        26.64*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.24*C        202        25.03*C        26.75*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.35*C        203        25.46*C        26.96*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.14*C        12.35*C        204        24.70*C        26.53*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.24*C        205        24.81*C        26.53*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.35*C        206        7.84*C        16.86*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.35*C        207        26.64*C        27.50*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.35*C        208        28.68*C        28.46*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.35*C        209        24.38*C        26.10*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.24*C        210        24.38*C        26.21*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.24*C        211        23.95*C        25.99*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.35*C        212        23.42*C        25.67*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.24*C        213        23.74*C        25.89*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.35*C        214        23.09*C        25.46*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.35*C        215        31.58*C        30.61*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.35*C        12.35*C        216        22.77*C        25.24*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.35*C        217        23.74*C        25.89*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        12.24*C        12.35*C        218        23.42*C        25.56*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.14*C        12.35*C        219        23.52*C        25.56*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.24*C        12.35*C        220        23.85*C        25.78*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.24*C        12.24*C        221        23.31*C        25.35*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.24*C        12.35*C        222        23.42*C        25.46*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.24*C        12.46*C        223        21.70*C        24.49*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.24*C        12.35*C        224        20.30*C        23.74*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.35*C        12.35*C        225        29.22*C        29.22*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.24*C        12.35*C        226        25.67*C        26.96*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.24*C        12.35*C        227        28.14*C        28.79*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.46*C        12.35*C        228        25.67*C        26.85*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.46*C        12.35*C        229        24.92*C        26.42*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.46*C        12.35*C        230        27.60*C        28.25*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.46*C        12.35*C        231        27.18*C        27.82*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.57*C        12.35*C        232        11.39*C        18.05*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.57*C        12.35*C        233        31.79*C        30.50*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.57*C        12.35*C        234        28.25*C        28.36*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.57*C        12.24*C        235        28.14*C        28.36*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.67*C        12.35*C        236        36.73*C        34.05*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.67*C        12.35*C        237        31.90*C        30.72*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.57*C        12.35*C        238        29.65*C        29.32*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.57*C        12.35*C        239        3.44*C        13.43*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.46*C        12.24*C        240        40.82*C        36.84*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.67*C        12.35*C        241        33.19*C        31.36*C
